date,return
2021-02-17,0.02646963
2021-02-18,0.03211517
2021-02-19,0.11496015
2021-02-20,-0.09197141
2021-02-21,0.00090840
2021-02-22,0.08258962
2021-02-23,-0.02431186
2021-02-24,-0.00085923
2021-02-25,-0.00573312
2021-02-26,0.02811013
2021-02-27,-0.01374089
2021-02-28,0.00881433
2021-03-01,-0.02536640
2021-03-02,-0.01012146
2021-03-03,-0.00978674
2021-03-04,0.00604809
2021-03-05,0.00909091
2021-03-06,-0.03647196
2021-03-07,0.00180968
2021-03-08,0.00301069
2021-03-09,-0.00555305
2021-03-10,0.01313009
2021-03-11,0.05005214
2021-03-12,0.03149383
2021-03-13,-0.03397057
2021-03-14,0.02249431
2021-03-15,0.00139237
2021-03-16,0.00291991
2021-03-17,0.03493692
2021-03-18,-0.00388480
2021-03-19,0.02541689
2021-03-20,-0.02098361
2021-03-21,0.03817816
2021-03-22,0.01238710
2021-03-23,0.01848075
2021-03-24,0.01989738
2021-03-25,0.01190184
2021-03-26,-0.00206136
2021-03-27,-0.00850547
2021-03-28,0.00502451
2021-03-29,-0.00548714
2021-03-30,0.00674350
2021-03-31,0.01023018
2021-04-01,-0.03616637
2021-04-02,0.00575360
2021-04-03,-0.00410397
2021-04-04,0.03259241
2021-04-05,0.02249365
2021-04-06,0.02743938
2021-04-07,-0.05203177
2021-04-08,0.03970856
2021-04-09,0.02511096
2021-04-10,0.02347043
2021-04-11,0.01959256
2021-04-12,-0.06933071
2021-04-13,0.00058658
2021-04-14,0.01875953
2021-04-15,0.01438601
2021-04-16,0.07714999
2021-04-17,-0.02612176
2021-04-18,0.05364482
2021-04-19,-0.02709916
2021-04-20,0.02542731
2021-04-21,-0.00607058
2021-04-22,0.01935818
2021-04-23,-0.00101554
2021-04-24,0.04015452
2021-04-25,0.00175919
2021-04-26,-0.03034146
2021-04-27,-0.00321964
2021-04-28,0.02341779
2021-04-29,-0.00049315
2021-04-30,-0.02013025
2021-05-01,0.02658610
2021-05-02,0.00735727
2021-05-03,0.04012075
2021-05-04,0.02668289
2021-05-05,-0.00446836
2021-05-06,0.03114409
2021-05-07,-0.01323621
2021-05-08,0.01899532
2021-05-09,0.02615072
2021-05-10,-0.00628498
2021-05-11,0.01862762
2021-05-12,-0.05043804
2021-05-13,0.01934790
2021-05-14,-0.00553603
2021-05-15,-0.01970487
2021-05-16,0.00775194
2021-05-17,0.03389982
2021-05-18,-0.01937884
2021-05-19,0.04322894
2021-05-20,0.00186047
2021-05-21,0.02861484
2021-05-22,0.03520433
2021-05-23,-0.02909235
2021-05-24,-0.00465382
2021-05-25,0.00401936
2021-05-26,0.03382353
2021-05-27,0.00118540
2021-05-28,0.01894388
2021-05-29,0.01750717
2021-05-30,-0.01111534
2021-05-31,0.00585110
2021-06-01,0.00237275
2021-06-02,0.01779169
2021-06-03,0.02445795
2021-06-04,-0.00666423
2021-06-05,-0.00213801
2021-06-06,0.00738825
2021-06-07,-0.01166117
2021-06-08,-0.00422974
2021-06-09,0.02064237
2021-06-10,-0.01730432
2021-06-11,-0.00698417
2021-06-12,-0.00890385
2021-06-13,0.02430923
2021-06-14,-0.00641215
2021-06-15,0.01869298
2021-06-16,-0.01310711
2021-06-17,-0.00287759
2021-06-18,-0.00466183
2021-06-19,-0.00341982
2021-06-20,0.01805297
2021-06-21,0.00285777
2021-06-22,0.01943592
2021-06-23,0.02393922
2021-06-24,0.01371973
2021-06-25,-0.03024444
2021-06-26,0.00683566
2021-06-27,0.01520509
2021-06-28,0.02431209
2021-06-29,-0.00401251
2021-06-30,0.01946057
2021-07-01,-0.00904220
2021-07-02,-0.00087868
2021-07-03,0.00209715
2021-07-04,-0.01302910
2021-07-05,-0.01477428
2021-07-06,0.01020550
2021-07-07,0.00123703
2021-07-08,0.01503192
2021-07-09,0.00087909
2021-07-10,-0.00966151
2021-07-11,-0.00525310
2021-07-12,-0.00768123
2021-07-13,0.00794803
2021-07-14,0.00719967
2021-07-15,-0.00231466
2021-07-16,-0.00887069
2021-07-17,0.00771084
2021-07-18,0.01011136
2021-07-19,-0.00311126
2021-07-20,-0.02008277
2021-07-21,0.03122620
2021-07-22,0.00785551
2021-07-23,0.00466325
2021-07-24,0.01200186
2021-07-25,-0.00963177
2021-07-26,0.02315581
2021-07-27,-0.00071128
2021-07-28,0.01002977
2021-07-29,0.01460696
2021-07-30,-0.01799583
2021-07-31,-0.00906636
2021-08-01,-0.02595549
2021-08-02,-0.00939311
2021-08-03,-0.00780094
2021-08-04,-0.00013556
2021-08-05,-0.00237256
2021-08-06,-0.00740640
2021-08-07,-0.02245345
2021-08-08,0.00609244
2021-08-09,0.00751723
2021-08-10,-0.01312608
2021-08-11,-0.01309065
2021-08-12,0.00993049
2021-08-13,0.01446832
2021-08-14,0.02527001
2021-08-15,-0.01370788
2021-08-16,-0.01691086
2021-08-17,0.04429278
2021-08-18,0.07329110
2021-08-19,0.00037281
2021-08-20,0.02409938
2021-08-21,0.00012130
2021-08-22,0.01140085
2021-08-23,-0.00287804
2021-08-24,0.01653638
2021-08-25,0.00999704
2021-08-26,-0.01557924
2021-08-27,0.04158734
2021-08-28,0.01313760
2021-08-29,0.00766759
2021-08-30,0.00240586
2021-08-31,-0.01613083
2021-09-01,-0.00697793
2021-09-02,0.00199954
2021-09-03,0.02542904
2021-09-04,-0.03297192
2021-09-05,0.01201702
2021-09-06,0.03085052
2021-09-07,-0.04783951
2021-09-08,0.09712897
2021-09-09,0.03809222
2021-09-10,0.04772311
2021-09-11,0.00693670
2021-09-12,0.04619906
2021-09-13,0.00326933
2021-09-14,0.01693593
2021-09-15,-0.00848490
2021-09-16,0.00154764
2021-09-17,-0.02522383
2021-09-18,0.00909176
2021-09-19,-0.01631012
2021-09-20,-0.00807891
2021-09-21,-0.00459324
2021-09-22,-0.01955188
2021-09-23,0.00776322
2021-09-24,-0.00924410
2021-09-25,0.00529692
2021-09-26,0.03765650
2021-09-27,0.00484487
2021-09-28,-0.00547056
2021-09-29,0.00223755
2021-09-30,-0.00158140
2021-10-01,-0.00097829
2021-10-02,0.02410818
2021-10-03,0.01639195
2021-10-04,-0.01599319
2021-10-05,-0.02098794
2021-10-06,0.00702195
2021-10-07,0.00323251
2021-10-08,-0.00027618
2021-10-09,0.00267047
2021-10-10,0.00050512
2021-10-11,0.00445199
2021-10-12,-0.01128627
2021-10-13,0.02698956
2021-10-14,-0.00747007
2021-10-15,-0.00244831
2021-10-16,-0.00072721
2021-10-17,0.00077322
2021-10-18,-0.00218152
2021-10-19,-0.00860852
2021-10-20,0.00418083
2021-10-21,-0.01976484
2021-10-22,-0.01432905
2021-10-23,0.00402500
2021-10-24,0.01084752
2021-10-25,0.03018709
2021-10-26,-0.02617754
2021-10-27,-0.00665054
2021-10-28,-0.00505642
2021-10-29,0.01726978
2021-10-30,-0.01521880
2021-10-31,-0.02898210
2021-11-01,0.00759481
2021-11-02,0.03091843
2021-11-03,0.01643925
2021-11-04,0.02235865
2021-11-05,0.02334857
2021-11-06,0.01296256
2021-11-07,0.00341533
2021-11-08,-0.01788022
2021-11-09,-0.04702786
2021-11-10,0.00515583
2021-11-11,0.01131211
2021-11-12,0.00276243
2021-11-13,-0.00117419
2021-11-14,0.01026360
2021-11-15,-0.00953276
2021-11-16,-0.00741042
2021-11-17,0.00150225
2021-11-18,0.00340909
2021-11-19,-0.00960362
2021-11-20,0.02245803
2021-11-21,-0.00263935
2021-11-22,0.03337071
2021-11-23,-0.02430661
2021-11-24,0.00578318
2021-11-25,-0.00486532
2021-11-26,-0.01355616
2021-11-27,-0.00558710
2021-11-28,0.00308111
2021-11-29,0.02376005
2021-11-30,0.00017649
2021-12-01,-0.01530792
2021-12-02,0.01267864
2021-12-03,0.00875951
2021-12-04,-0.01526182
2021-12-05,-0.01269262
2021-12-06,0.02986152
2021-12-07,0.01191363
2021-12-08,0.03034238
2021-12-09,-0.02604604
2021-12-10,0.00444272
2021-12-11,0.01434277
2021-12-12,-0.00846704
2021-12-13,-0.00602024
2021-12-14,-0.01348797
2021-12-15,0.00165462
2021-12-16,0.00208659
2021-12-17,-0.01609405
2021-12-18,0.00484987
2021-12-19,0.00640604
2021-12-20,-0.00880673
2021-12-21,0.01829778
2021-12-22,0.00794782
2021-12-23,0.01778444
2021-12-24,0.01014737
2021-12-25,-0.01000375
2021-12-26,-0.00475769
2021-12-27,-0.00093070
2021-12-28,-0.00618225
2021-12-29,0.00102258
2021-12-30,-0.01949434
2021-12-31,-0.01198125
2022-01-01,-0.00268014
2022-01-02,-0.00911934
2022-01-03,-0.01782856
2022-01-04,-0.00959667
2022-01-05,-0.01869372
2022-01-06,-0.01108524
2022-01-07,0.00211944
2022-01-08,0.00249095
2022-01-09,-0.01889358
2022-01-10,0.00563865
2022-01-11,0.00503683
2022-01-12,0.00869935
2022-01-13,0.00318725
2022-01-14,-0.00513947
2022-01-15,-0.00751421
2022-01-16,-0.00733450
2022-01-17,-0.01115454
2022-01-18,-0.00626687
2022-01-19,0.02600175
2022-01-20,0.00222222
2022-01-21,-0.02165401
2022-01-22,-0.00419520
2022-01-23,0.00542347
2022-01-24,-0.02263642
2022-01-25,0.00788449
2022-01-26,-0.00068450
2022-01-27,-0.00621361
2022-01-28,0.00610477
2022-01-29,-0.00092973
2022-01-30,-0.01199980
2022-01-31,0.01794567
2022-02-01,0.01368462
2022-02-02,0.00384338
2022-02-03,-0.00981096
2022-02-04,0.02841953
2022-02-05,0.02119560
2022-02-06,0.01449676
2022-02-07,0.01134095
2022-02-08,0.00610030
2022-02-09,-0.01783326
2022-02-10,0.00839764
2022-02-11,-0.00243079
2022-02-12,-0.00934073
2022-02-13,0.00264189
2022-02-14,0.01253862
2022-02-15,0.01570352
2022-02-16,-0.00163442
2022-02-17,0.00840671
2022-02-18,0.00421219
2022-02-19,0.00257788
2022-02-20,0.00875970
2022-02-21,-0.00738757
2022-02-22,0.01444986
2022-02-23,-0.00725073
2022-02-24,-0.00618004
2022-02-25,0.00695773
2022-02-26,-0.00194334
2022-02-27,0.02544243
2022-02-28,-0.00573864
2022-03-01,0.00746934
2022-03-02,0.00033700
2022-03-03,-0.00711669
2022-03-04,0.01552295
2022-03-05,-0.00125292
2022-03-06,-0.00133813
2022-03-07,-0.00050247
2022-03-08,-0.02224550
2022-03-09,-0.00269934
2022-03-10,0.03608868
2022-03-11,-0.00389783
2022-03-12,0.00545333
2022-03-13,0.00972964
2022-03-14,-0.00291127
2022-03-15,-0.02311140
2022-03-16,-0.00509366
2022-03-17,0.02191758
2022-03-18,0.00231865
2022-03-19,0.00574190
2022-03-20,0.01096644
2022-03-21,0.01259446
2022-03-22,0.02555770
2022-03-23,-0.02578146
2022-03-24,-0.00550157
2022-03-25,-0.00117101
2022-03-26,-0.01487710
2022-03-27,-0.00796126
2022-03-28,0.00785968
2022-03-29,-0.01292891
2022-03-30,0.01060335
2022-03-31,-0.00098749
2022-04-01,0.00057661
2022-04-02,-0.02585000
2022-04-03,-0.00815516
2022-04-04,0.01367529
2022-04-05,-0.00777507
2022-04-06,-0.02270321
2022-04-07,0.00762796
2022-04-08,0.00541959
2022-04-09,0.00414973
2022-04-10,0.00468643
2022-04-11,0.01717412
2022-04-12,-0.00667028
2022-04-13,-0.02518152
2022-04-14,0.00124855
2022-04-15,-0.00184899
2022-04-16,-0.01089907
2022-04-17,0.00270035
2022-04-18,0.01333507
2022-04-19,-0.00908740
2022-04-20,0.02275382
2022-04-21,0.00211479
2022-04-22,-0.00447390
2022-04-23,0.00220460
2022-04-24,0.00351115
2022-04-25,-0.03140545
2022-04-26,0.00613657
2022-04-27,-0.00173025
2022-04-28,-0.01200277
2022-04-29,-0.01013113
2022-04-30,-0.02392556
2022-05-01,-0.01348162
2022-05-02,-0.00363503
2022-05-03,-0.00106216
2022-05-04,0.00577874
2022-05-05,0.00160875
2022-05-06,-0.00399247
2022-05-07,-0.01672503
2022-05-08,-0.01091795
2022-05-09,-0.01615501
2022-05-10,0.03688544
2022-05-11,0.00682673
2022-05-12,-0.00991697
2022-05-13,0.01448870
2022-05-14,-0.01409809
2022-05-15,0.00801155
2022-05-16,-0.01566471
2022-05-17,0.00873157
2022-05-18,-0.01712584
2022-05-19,0.02964015
2022-05-20,-0.02336062
2022-05-21,0.00565025
2022-05-22,-0.00402659
2022-05-23,-0.02538548
2022-05-24,-0.02238086
2022-05-25,-0.01327215
2022-05-26,-0.01175059
2022-05-27,0.02595628
2022-05-28,0.01657050
2022-05-29,0.02149129
2022-05-30,0.00498670
2022-05-31,-0.00307169
2022-06-01,0.01222981
2022-06-02,-0.00894446
2022-06-03,-0.01360866
2022-06-04,0.01288623
2022-06-05,-0.00255392
2022-06-06,-0.00289237
2022-06-07,-0.01369537
2022-06-08,-0.01186057
2022-06-09,-0.01449134
2022-06-10,-0.00202990
2022-06-11,-0.00491145
2022-06-12,-0.02078971
2022-06-13,-0.03935645
2022-06-14,-0.02268391
2022-06-15,-0.01052061
2022-06-16,-0.02192261
2022-06-17,0.02056483
2022-06-18,-0.03382200
2022-06-19,0.05853270
2022-06-20,-0.00391904
2022-06-21,-0.01115662
2022-06-22,-0.00534147
2022-06-23,0.00049318
2022-06-24,0.00125972
2022-06-25,-0.01449592
2022-06-26,0.00782638
2022-06-27,0.00919755
2022-06-28,-0.00163720
2022-06-29,-0.00464633
2022-06-30,-0.00153770
2022-07-01,0.00126506
2022-07-02,0.00994287
2022-07-03,0.00010878
2022-07-04,0.00184913
2022-07-05,-0.01324575
2022-07-06,0.00297079
2022-07-07,0.02051451
2022-07-08,-0.00489116
2022-07-09,0.00637356
2022-07-10,-0.00021468
2022-07-11,-0.00316728
2022-07-12,0.00166945
2022-07-13,-0.00150538
2022-07-14,0.00209994
2022-07-15,0.00365375
2022-07-16,0.00770919
2022-07-17,-0.01843489
2022-07-18,0.02278632
2022-07-19,-0.01730433
2022-07-20,-0.01626279
2022-07-21,0.02353843
2022-07-22,-0.00861055
2022-07-23,-0.02751254
2022-07-24,-0.00649026
2022-07-25,-0.01663875
2022-07-26,0.00266864
2022-07-27,0.01817770
2022-07-28,0.00939933
2022-07-29,0.01179128
2022-07-30,-0.04432827
2022-07-31,-0.00888940
2022-08-01,-0.01753579
2022-08-02,-0.01018258
2022-08-03,0.01543100
2022-08-04,-0.02276565
2022-08-05,0.00280029
2022-08-06,-0.01265522
2022-08-07,0.01624744
2022-08-08,-0.00675036
2022-08-09,-0.00572314
2022-08-10,-0.00659552
2022-08-11,-0.00983824
2022-08-12,0.00451082
2022-08-13,-0.01219734
2022-08-14,-0.04140558
2022-08-15,-0.00922840
2022-08-16,0.01002587
2022-08-17,0.00525136
2022-08-18,0.00726253
2022-08-19,0.00556575
2022-08-20,0.00006290
2022-08-21,-0.00069182
2022-08-22,-0.00056643
2022-08-23,-0.00113350
2022-08-24,0.00731308
2022-08-25,-0.01333083
2022-08-26,0.01503330
2022-08-27,0.01837270
2022-08-28,-0.01080020
2022-08-29,-0.00074442
2022-08-30,0.00788428
2022-08-31,-0.00049276
2022-09-01,-0.00117089
2022-09-02,-0.00487414
2022-09-03,-0.00868002
2022-09-04,0.00444055
2022-09-05,-0.01855542
2022-09-06,0.01909656
2022-09-07,-0.01350931
2022-09-08,-0.01085447
2022-09-09,0.01646038
2022-09-10,0.00558624
2022-09-11,0.00274640
2022-09-12,-0.01394336
2022-09-13,0.01123666
2022-09-14,-0.00349585
2022-09-15,0.01321807
2022-09-16,0.01007790
2022-09-17,-0.01371121
2022-09-18,0.01266058
2022-09-19,-0.01434087
2022-09-20,0.00845613
2022-09-21,-0.00462421
2022-09-22,0.00830030
2022-09-23,-0.00153582
2022-09-24,-0.00172276
2022-09-25,0.00462250
2022-09-26,0.00668712
2022-09-27,0.01304162
2022-09-28,0.01058774
2022-09-29,-0.00738139
2022-09-30,-0.00389805
2022-10-01,-0.00403371
2022-10-02,-0.00846279
2022-10-03,0.00573066
2022-10-04,-0.01957932
2022-10-05,-0.00451342
2022-10-06,0.00614869
2022-10-07,0.01302469
2022-10-08,0.01602584
2022-10-09,0.01079525
2022-10-10,-0.01429928
2022-10-11,-0.00156504
2022-10-12,-0.01887020
2022-10-13,0.00073737
2022-10-14,-0.01043841
2022-10-15,0.00626706
2022-10-16,0.00622803
2022-10-17,-0.00030641
2022-10-18,-0.01587691
2022-10-19,-0.01351688
2022-10-20,0.00170487
2022-10-21,0.00617751
2022-10-22,0.00344568
2022-10-23,0.00337142
2022-10-24,-0.00491569
2022-10-25,0.00625313
2022-10-26,0.01652995
2022-10-27,0.00635775
2022-10-28,0.00297655
2022-10-29,-0.00205923
2022-10-30,-0.01523336
2022-10-31,0.01183286
2022-11-01,0.00797905
2022-11-02,0.00755333
2022-11-03,-0.00953580
2022-11-04,-0.00042386
2022-11-05,-0.00230191
2022-11-06,0.00206436
2022-11-07,0.02599370
2022-11-08,-0.03165417
2022-11-09,0.00359822
2022-11-10,-0.02327419
2022-11-11,0.00671934
2022-11-12,0.01421420
2022-11-13,-0.01718360
2022-11-14,0.00440201
2022-11-15,0.00561728
2022-11-16,0.00135044
2022-11-17,-0.00784650
2022-11-18,-0.00339821
2022-11-19,0.00458772
2022-11-20,-0.00771414
2022-11-21,0.00908017
2022-11-22,-0.01429892
2022-11-23,0.00487713
2022-11-24,-0.01001804
2022-11-25,-0.01803897
2022-11-26,-0.00390450
2022-11-27,-0.00276314
2022-11-28,-0.00180424
2022-11-29,-0.00206572
2022-11-30,0.00297561
2022-12-01,0.00154789
2022-12-02,-0.00412132
2022-12-03,0.00284513
2022-12-04,0.00328841
2022-12-05,0.01535990
2022-12-06,0.00556997
2022-12-07,-0.01819097
2022-12-08,-0.00493653
2022-12-09,-0.00850461
2022-12-10,0.00129963
2022-12-11,-0.00707379
2022-12-12,-0.02437908
2022-12-13,-0.00475648
2022-12-14,-0.01837641
2022-12-15,-0.00253720
2022-12-16,-0.03320500
2022-12-17,0.01095072
2022-12-18,-0.00407962
2022-12-19,-0.02019917
2022-12-20,0.01362359
2022-12-21,-0.00632911
2022-12-22,0.00622629
2022-12-23,0.00796586
2022-12-24,-0.00762066
2022-12-25,-0.00831911
2022-12-26,0.00724170
2022-12-27,-0.00028474
2022-12-28,-0.02015095
2022-12-29,-0.00886563
2022-12-30,0.00762519
2022-12-31,-0.00058211
2023-01-01,-0.00378595
2023-01-02,0.00957392
2023-01-03,-0.00152020
2023-01-04,0.02037265
2023-01-05,0.00589740
2023-01-06,0.00035318
2023-01-07,0.00557831
2023-01-08,-0.01011165
2023-01-09,-0.00695183
2023-01-10,0.00350025
2023-01-11,-0.01679954
2023-01-12,0.00246163
2023-01-13,-0.00086668
2023-01-14,-0.01850513
2023-01-15,-0.00353513
2023-01-16,0.00916482
2023-01-17,-0.00410136
2023-01-18,-0.00661862
2023-01-19,-0.00355345
2023-01-20,0.02013373
2023-01-21,0.00094676
2023-01-22,-0.01928114
2023-01-23,-0.00697381
2023-01-24,-0.00941352
2023-01-25,0.01402821
2023-01-26,-0.00602454
2023-01-27,-0.00104759
2023-01-28,-0.01647940
2023-01-29,-0.01081493
2023-01-30,-0.00338774
2023-01-31,-0.00618047
2023-02-01,0.00948383
2023-02-02,-0.00970276
2023-02-03,-0.00334370
2023-02-04,-0.00234064
2023-02-05,0.01141785
2023-02-06,-0.00394340
2023-02-07,0.05170005
2023-02-08,0.01276941
2023-02-09,-0.03651337
2023-02-10,0.00779123
2023-02-11,0.00412820
2023-02-12,-0.01083869
2023-02-13,-0.01670067
2023-02-14,-0.00023056
2023-02-15,0.00684142
2023-02-16,-0.00542067
2023-02-17,0.03085899
2023-02-18,-0.00119145
2023-02-19,0.00939387
2023-02-20,0.01233474
2023-02-21,-0.02276375
2023-02-22,-0.01500672
2023-02-23,-0.00219814
2023-02-24,-0.01967487
2023-02-25,0.00100736
2023-02-26,0.00294163
2023-02-27,-0.00208398
2023-02-28,0.00170160
2023-03-01,-0.00416956
2023-03-02,-0.00038769
2023-03-03,0.01621160
2023-03-04,-0.00450347
2023-03-05,-0.00260696
2023-03-06,0.00153752
2023-03-07,0.00744550
2023-03-08,-0.01729524
2023-03-09,0.01899519
2023-03-10,0.00639123
2023-03-11,0.01640584
2023-03-12,0.00066944
2023-03-13,-0.00780495
2023-03-14,-0.00666767
2023-03-15,0.01742213
2023-03-16,-0.01378799
2023-03-17,-0.00353277
2023-03-18,0.01146564
2023-03-19,-0.00894921
2023-03-20,-0.01346979
2023-03-21,-0.01228070
2023-03-22,-0.00162175
2023-03-23,0.01113861
2023-03-24,-0.00772644
2023-03-25,0.01171845
2023-03-26,0.00015240
2023-03-27,0.01318095
2023-03-28,-0.00187998
2023-03-29,0.01137648
2023-03-30,0.00178784
2023-03-31,0.00230518
2023-04-01,-0.00482232
2023-04-02,0.00275831
2023-04-03,-0.01063118
2023-04-04,-0.00773971
2023-04-05,-0.00325634
2023-04-06,-0.00212734
2023-04-07,-0.00121821
2023-04-08,0.00274432
2023-04-09,-0.00380113
2023-04-10,0.00091575
2023-04-11,-0.00045746
2023-04-12,0.00259344
2023-04-13,0.00045648
2023-04-14,-0.01376426
2023-04-15,0.00061686
2023-04-16,0.00431533
2023-04-17,-0.00191821
2023-04-18,0.00999385
2023-04-19,-0.02435683
2023-04-20,-0.00967390
2023-04-21,-0.00047266
2023-04-22,-0.00622636
2023-04-23,0.00364819
2023-04-24,-0.00015804
2023-04-25,-0.01066941
2023-04-26,-0.00758907
2023-04-27,-0.00297835
2023-04-28,-0.00250283
2023-04-29,0.01108863
2023-04-30,-0.00560359
2023-05-01,-0.00289808
2023-05-02,0.00226062
2023-05-03,-0.00153053
2023-05-04,-0.00419524
2023-05-05,-0.00526614
2023-05-06,-0.00105880
2023-05-07,-0.00032613
2023-05-08,-0.00464889
2023-05-09,0.00237627
2023-05-10,0.01577700
2023-05-11,-0.00949622
2023-05-12,0.00251869
2023-05-13,-0.00008104
2023-05-14,-0.00064840
2023-05-15,0.00575831
2023-05-16,0.00274171
2023-05-17,0.00747889
2023-05-18,-0.00055875
2023-05-19,-0.00111812
2023-05-20,0.00399776
2023-05-21,0.00453930
2023-05-22,0.00872047
2023-05-23,-0.00110028
2023-05-24,-0.00826121
2023-05-25,0.00285601
2023-05-26,-0.00268966
2023-05-27,0.00007932
2023-05-28,-0.00380711
2023-05-29,-0.00628981
2023-05-30,0.00008012
2023-05-31,0.00424611
2023-06-01,0.00670124
2023-06-02,-0.00332831
2023-06-03,0.00262384
2023-06-04,0.00253767
2023-06-05,-0.00965037
2023-06-06,0.00646965
2023-06-07,-0.01904611
2023-06-08,-0.00121349
2023-06-09,-0.01125871
2023-06-10,-0.00409601
2023-06-11,-0.00509994
2023-06-12,0.00330715
2023-06-13,0.00741656
2023-06-14,0.00384458
2023-06-15,0.00513364
2023-06-16,-0.00089177
2023-06-17,0.00210970
2023-06-18,-0.00647773
2023-06-19,-0.00317848
2023-06-20,-0.01569782
2023-06-21,-0.01536672
2023-06-22,0.00303695
2023-06-23,0.04171573
2023-06-24,0.01001130
2023-06-25,-0.00583533
2023-06-26,-0.01784996
2023-06-27,0.00679492
2023-06-28,0.00512278
2023-06-29,-0.00024270
2023-06-30,-0.03908399
2023-07-01,-0.00286316
2023-07-02,0.00641838
2023-07-03,-0.00788789
2023-07-04,-0.00735854
2023-07-05,0.00366394
2023-07-06,-0.00628237
2023-07-07,-0.00666382
2023-07-08,0.01075084
2023-07-09,-0.00459496
2023-07-10,-0.00307745
