date,1INCH,AAVE,ADA,ALCH,ALGO,ANKR,APE,APT,AR,ARB,ASTER,ATOM,AVAX,AXS,BAND,BAT,BCH,BLUR,BNB,BNT,BONK,BSV,BTC,CAKE,CELO,CFX,CHZ,COMP,CRV,CVC,DASH,DOGE,DOT,EGLD,ENA,ENJ,ENS,EOS,ETC,ETH,ETHW,FARTCOIN,FET,FIL,FLOKI,FLOW,GALA,GMT,GRT,HBAR,HOT,HYPE,ICP,ICX,IMX,INJ,IOST,IOTA,IP,JASMY,JST,JUP,KAS,KAVA,KSM,LAYER,LDO,LINK,LRC,LTC,LUNC,MANA,MASK,MEMEFI,MINA,MKR,MORPHO,NEAR,NEO,NOT,OGN,OM,ONDO,ONE,ONT,OP,ORDI,PENGU,PEPE,POL,PUMP,QNT,QTUM,RENDER,RSR,RUNE,RVN,S,SAND,SEI,SHIB,SNX,SOL,STORJ,STX,SUI,SUSHI,SXP,T,TAO,THETA,TIA,TON,TRB,TRUMP,TRX,TWT,UMA,UNI,VET,VIC,WIF,WLD,WLFI,XCN,XLM,XMR,XRP,XTZ,YFI,ZEC,ZIL,ZRO,ZRX
2024-05-09,142.21504211,50.61002350,24.71829224,,123.60960388,192.06117249,73.34950256,-23.46564293,245.21809387,31.69835472,,121.43226624,72.69891357,129.81672668,9.91340542,70.74343872,45.71551132,36.16366577,173.52041626,109.96073151,197.76704407,155.61088562,-46.91428757,124.15260315,120.67507935,-6.67516947,130.40769958,81.54573822,107.05239868,,142.23796082,98.52505493,134.71868896,89.24131012,-8.17919064,73.59370422,119.90167999,151.57041931,161.57229614,-92.90699005,189.22143555,,60.21168518,106.22176361,99.01661682,150.73901367,150.13809204,16.14539146,80.25374603,100.55814362,56.50970459,,132.50149536,90.14900970,39.40668869,-11.39116859,60.49018860,30.87913704,,161.38591003,,97.67523956,85.22350311,130.05204773,87.09016418,,22.17661285,30.94905281,105.58721161,138.10935974,159.05009460,87.12283325,72.85321045,,52.11456680,136.45075989,,194.36721802,111.42153168,,102.82794952,139.15733337,20.49119186,127.01315308,109.65227509,96.35237885,86.41726685,,202.49652100,,,101.99453735,63.81947327,,96.18999481,37.82641983,157.26623535,,94.59568024,93.50352478,199.59068298,42.01513290,81.66069794,98.04106140,99.98950958,68.46370697,58.03257751,118.77976990,132.62596130,,180.11714172,86.56676483,-18.67812157,197.66061401,,86.21060944,211.55570984,93.68852234,59.78909683,93.09235382,,82.27355957,23.20835114,,,88.62738800,79.14356232,135.17079163,89.32160950,102.96776581,137.77844238,150.86895752,,-123.57941437
2024-05-10,137.14788818,57.38220215,22.51344490,,126.97656250,183.68180847,81.90894318,-32.79455566,245.08786011,24.55622292,,119.95579529,70.55406189,132.24491882,19.42465973,62.92726135,40.76750565,35.71012115,174.41981506,105.50692749,197.00296021,156.20962524,-42.93543625,121.61277771,134.52215576,-11.58669662,124.96636200,85.53731537,118.22722626,,151.48828125,103.21678162,137.02304077,91.58889771,-28.68169212,70.78968048,112.10036469,151.44183350,174.18222046,-101.95897675,193.86537170,,44.48136139,109.02055359,98.21558380,140.62275696,140.03559875,20.69881630,83.48476410,108.02237701,51.49611282,,127.59852600,96.76174164,40.94374084,-8.83300209,53.05826187,38.99537277,,160.06999207,,88.12945557,91.85257721,123.98709869,90.94867706,,2.71478558,25.97373009,106.03680420,144.14620972,140.72993469,89.57987213,74.79938507,,53.68989944,130.33200073,,203.46255493,95.45664978,,94.25315857,133.39215088,19.05905151,132.20649719,102.39495850,106.72561646,74.54080200,,208.21037292,,,101.16432190,42.09449005,,89.94737244,19.91575432,161.67395020,,100.12547302,85.92276001,189.27511597,40.61402893,102.49688721,91.27403259,84.82411194,57.39219284,74.27812958,113.84723663,134.66526794,,167.57589722,83.72711182,21.75102806,209.38864136,,89.21421814,206.92686462,119.61915588,64.67530060,83.33728027,,83.71553040,11.57246590,,,88.75485229,67.11491394,129.35285950,95.70562744,103.78704071,137.87174988,150.18518066,,-137.22193909
2024-05-11,128.74188232,58.97374725,16.99291611,,126.45520020,176.07231140,83.67704010,-45.75860596,256.82812500,20.33762550,,114.25242615,64.94934082,126.36914062,24.12951851,53.48902130,25.35451889,26.53876495,174.65087891,105.17472076,200.63992310,152.56475830,-15.54045486,117.45304108,138.04817200,-11.06639767,124.17035675,83.31176758,118.89511108,,143.49729919,103.71076202,131.44953918,89.81992340,-37.79060745,60.45103073,105.28717804,161.28294373,179.05197144,-104.72023773,177.78132629,,29.82639313,106.15042114,94.18230438,122.10773468,128.93577576,13.87663746,90.56045532,109.14553070,45.21595001,,123.62657166,93.97896576,44.05697632,-3.96412158,58.04221725,29.96531868,,156.44079590,,79.27644348,97.21237183,118.23158264,89.69760132,,1.90560865,22.65746307,103.93533325,147.73713684,118.95143127,88.08956146,75.23188782,,50.04859924,122.78367615,,209.47967529,96.97776031,,88.12345886,132.68646240,16.64744759,124.78172302,85.30366516,112.16323090,68.52363586,,221.19354248,,,93.56819916,36.98569489,,88.00590515,-0.48421520,160.35192871,,102.55047607,80.80113220,181.28909302,37.16754532,123.46707153,83.34379578,71.83911896,49.14229584,71.44395447,109.14759064,130.82037354,52.10135269,152.87130737,79.78639984,54.14429092,216.40193176,,90.58593750,195.76165771,121.74491119,64.64779663,75.91987610,,93.62143707,-2.42244387,,,86.63107300,72.61732483,130.50439453,90.97179413,102.36822510,136.92890930,147.97138977,,-146.13659668
2024-05-12,121.99584961,57.67228699,18.89573669,,121.81335449,165.36408997,82.45703125,-50.91785049,252.92955017,20.46606255,,105.98574066,62.70622253,114.73250580,26.76748848,39.57686996,14.99864388,19.22180939,183.36543274,94.44765472,197.93995667,150.26969910,3.72442293,115.17984772,139.18415833,-14.26408863,107.03555298,74.37539673,113.61078644,,132.91567993,100.23056793,126.70223236,87.27822113,-57.52651978,56.16020584,103.37835693,159.49404907,180.93974304,-112.55544281,157.77189636,,15.62589169,103.30595398,88.86339569,105.52622223,117.39786530,10.91319942,90.62322998,107.54025269,44.83635330,,128.73753357,91.57077789,47.60973358,-4.32264042,51.41796112,25.40220451,,154.37193298,,69.89007568,96.31404877,116.61012268,86.50471497,,-6.43365240,14.76729202,91.71518707,149.05609131,113.17718506,87.60958862,74.67528534,,50.51665497,109.19729614,,207.87423706,101.76346588,,85.25405884,121.06327057,0.15438823,121.42959595,59.10346222,108.42384338,55.62183762,,225.74183655,,,89.62156677,33.77005768,,83.12602234,-28.68657494,154.78512573,,94.60260010,71.13526154,178.75561523,37.64911270,120.41744995,75.05869293,41.69186783,41.19960785,53.46456909,103.60073853,127.26178741,33.13835144,134.48394775,75.00059509,91.57888794,222.32682800,,90.91111755,179.37496948,134.74113464,51.32688904,65.15109253,,95.12440491,-6.72581291,,,82.44614410,73.40660095,132.91400146,87.26405334,99.09142303,133.54740906,150.48126221,,-153.25796509
2024-05-13,113.08576202,60.20801544,18.18816566,,114.03915405,152.62068176,75.56364441,-57.39120102,246.34643555,22.71098518,,105.80088043,68.14431000,102.22558594,25.97913361,20.99436760,7.93040228,11.09466648,190.08325195,93.31880951,193.59164429,150.21496582,3.56782699,111.64308167,140.58210754,-18.67707443,99.46693420,68.58578491,106.38348389,,118.82047272,92.75118256,116.50778198,84.84864044,-77.99503326,51.06013870,98.09285736,154.05226135,182.61663818,-128.69699097,138.18098450,,18.39010811,107.37138367,88.25485229,91.51898956,113.02953339,4.42605448,99.04478455,103.31385040,43.12258148,,137.45016479,87.81066895,35.65625000,-5.08769035,43.78322601,18.42380333,,153.86984253,,53.39962769,95.02826691,112.65535736,81.19701385,,-11.53268623,10.96284866,77.34579468,144.73175049,92.25867462,84.14967346,72.28823853,,49.70793152,99.74496460,,209.40353394,100.65550995,,77.57897186,112.46770477,-29.67807961,113.43572235,40.06861496,104.95074463,46.73378754,,223.48570251,,,80.49764252,30.03353119,,78.08921814,-40.18172836,150.01824951,,78.96211243,65.45580292,174.49443054,35.67221451,106.23593140,66.05317688,13.68836975,36.70191574,45.81506729,98.43877411,129.43609619,3.75614786,117.67541504,72.49623871,124.09338379,208.02703857,,92.22889709,168.15893555,154.97612000,40.49854660,57.82522202,,88.61985016,1.11530006,,,72.01960754,83.65803528,132.97947693,77.40744019,96.75260925,138.29786682,155.23895264,,-152.32052612
2024-05-14,100.96856689,62.76082993,28.32326317,,106.10207367,142.04917908,62.02486038,-58.62568665,240.71299744,26.38247871,,107.38584900,75.51174164,92.19931030,23.08894539,22.11345673,5.18405771,7.53513432,188.55314636,98.40933990,191.27529907,146.40510559,4.46321535,103.88438416,144.46803284,-33.02121735,87.74220276,63.50105667,97.12307739,,113.05927277,92.44163513,116.04326630,79.43685913,-93.71287537,45.06149292,87.98815918,157.34254456,177.99375916,-145.29873657,122.33202362,,26.94387436,108.12506104,101.73777008,84.50177765,111.89842224,-1.59338629,102.03707123,98.71172333,39.82596588,,153.10211182,85.69120789,33.09130096,0.80204177,41.56041718,8.04451466,,154.22460938,,50.06197357,98.78271484,107.87072754,80.74122620,,-28.92027473,4.14234114,72.16889191,140.97749329,74.56295776,80.60569000,67.65481567,,47.13923264,89.46484375,,210.61343384,97.14575958,,65.42567444,99.62155914,-62.93784332,107.97114563,19.96866608,101.20449829,35.02600479,,224.51255798,,,80.17592621,38.17556763,,71.36505127,-46.69102859,144.79472351,,68.88184357,60.97924042,170.48168945,27.82862091,107.02700806,53.29830933,1.88634682,45.28135300,39.39518738,95.40171814,129.18972778,-37.35747528,98.10597229,74.60442352,140.81459045,196.83549500,,94.46018982,150.28001404,153.00628662,36.57689285,47.13591003,,89.45052338,7.74767733,,,66.93247986,90.83694458,131.20590210,73.65945435,96.23624420,138.45024109,153.86541748,,-152.54435730
2024-05-15,82.80614471,63.96463394,20.51601410,,104.52291870,131.89440918,50.44602966,-71.14656830,240.90003967,29.26769066,,105.25012207,86.47552490,85.13771057,21.56884956,17.04364967,-7.51057673,-2.58047581,168.48307800,106.00619507,187.51464844,133.54356384,-16.25563431,93.87139130,148.01922607,-46.96114731,84.95078278,52.15965271,99.97965240,,112.59506989,71.20040894,114.46868134,74.67035675,-72.08791351,47.39027405,79.91278076,155.91392517,177.18621826,-176.02569580,119.84494781,,39.64530945,111.82341766,102.82077789,65.76395416,113.30819702,-8.08904171,111.95783234,95.47003174,38.79376984,,167.94143677,84.36235809,11.92570591,1.90583801,51.72550583,-5.76923275,,148.29728699,,50.54835510,98.64415741,109.50543213,74.08426666,,-39.28386688,-2.29881763,73.80780792,137.14170837,65.78204346,74.03888702,70.07639313,,45.05712891,78.82269287,,205.30572510,94.36128235,,53.53092575,81.27523804,-93.84699249,102.68817139,-7.64688444,96.48431396,23.36922073,,223.75457764,,,78.65060425,31.24807358,,60.87847137,-41.59162903,139.17857361,,55.26290131,58.03165817,158.12261963,18.27698708,94.18771362,41.96527100,-14.62045765,52.13319397,27.00621796,90.39118195,124.88059998,-67.57660675,75.23373413,72.34583282,161.39451599,191.05401611,,96.52622986,128.17053223,161.15795898,22.27759933,46.40417099,,50.29251099,14.24371529,,,65.40071106,93.27809143,125.88375092,73.26923370,94.17300415,147.68437195,152.14242554,,-156.77148438
2024-05-16,73.65670013,70.01048279,36.34429169,,105.66708374,124.35108948,50.50357437,-65.95541382,240.30458069,40.99190903,,98.96022034,100.24928284,86.01895142,21.63336754,21.94287109,-7.45197058,6.79710579,156.59274292,100.86293793,179.93069458,129.52536011,-10.57085991,83.26944733,156.89183044,-42.08871078,89.93897247,55.70582581,105.33383942,,126.39466858,67.95793915,122.09780884,78.38298035,-44.62405014,56.56339645,76.08785248,165.46430969,181.92459106,-179.51429749,121.20494843,,51.47803116,120.01409149,117.81700134,52.75745392,118.77514648,-6.60892010,130.22186279,96.71607971,50.04560852,,179.76576233,87.78821564,30.55587006,14.17645264,51.08225250,-3.74838638,,149.86944580,,60.00313187,107.36782837,109.60998535,77.39724731,,-36.78616714,-2.47734451,81.07331085,145.62835693,60.77408981,72.61056519,69.84111786,,49.20443344,69.93186951,,207.22575378,84.35766602,,46.20194244,63.28887939,-90.61401367,103.50025940,-2.05762434,89.23259735,14.11847115,,222.44862366,,,80.80397034,28.93777466,,59.96134567,-29.51178741,138.38421631,,54.64347458,69.78007507,165.39598083,25.80988312,98.87027740,39.46898270,-10.57004929,58.70155716,38.43331909,86.44631195,127.18275452,-67.95314789,68.29189301,69.89792633,176.19346619,179.62979126,,100.35947418,113.43314362,161.35447693,23.59276390,45.35551071,,39.88132477,13.73882771,,,69.91359711,84.30963898,125.80079651,78.32406616,96.72203827,163.24809265,152.94154358,,-152.04751587
2024-05-17,74.14946747,69.39378357,50.79242325,,101.87243652,124.80747986,51.77938843,-65.93197632,240.01963806,40.93099594,,94.02824402,113.04122162,85.11071777,27.01827812,47.56257629,-32.12469482,19.96606064,129.85638428,93.49819946,173.00685120,124.05197144,-1.81382394,72.23902130,164.62579346,-17.23637962,94.44527435,51.34518814,111.43680573,,141.08558655,49.11631012,130.33787537,82.23066711,-78.11693573,65.03558350,77.27696228,172.66795349,195.40348816,-194.94779968,124.03440857,,59.63326645,118.00397491,131.45248413,42.52184677,124.27420044,-4.02621889,143.19935608,99.11642456,54.85734558,,177.75225830,95.15434265,45.05021286,15.40387154,59.00055695,-11.76583385,,151.40769958,,46.30272675,108.82305145,113.40388489,81.45549011,,-31.61205101,16.49460030,87.65545654,152.07653809,67.30966187,69.58550262,64.36074829,,52.54575348,57.87257385,,205.59417725,78.73141479,,39.97491074,41.24200439,-74.46842194,99.52932739,1.91869271,77.05619049,0.04840279,,219.82473755,,,85.12037659,26.76920700,,66.55548096,-16.12454224,137.99430847,,57.09196472,77.36270142,151.78346252,30.86007309,98.11774445,29.16997528,-8.74994469,62.97854233,51.00053406,81.46245575,130.98767090,-63.47563934,81.84662628,67.43959808,189.11297607,169.63586426,,106.84137726,101.00119019,166.73297119,25.42003822,46.09225845,,-1.07345653,10.11025047,,,76.29198456,83.39123535,123.65201569,84.94862366,94.34997559,178.02833557,152.41857910,,-135.35781860
2024-05-18,80.03120422,71.02345276,90.45990753,,105.65460968,117.65283203,59.02914047,-61.66157532,246.23893738,52.83896255,,93.52534485,115.60099030,88.75186157,43.43812561,63.09144592,-27.24736595,29.83405304,125.93093872,90.39995575,165.72964478,122.23695374,15.90275383,83.25984955,182.27584839,12.34780693,105.23074341,55.66163635,125.89474487,,147.32360840,77.76663208,138.15480042,94.84894562,-95.08502197,87.91840363,83.18286896,187.61834717,204.57501221,-168.50009155,133.03167725,,70.10562897,128.58035278,142.19604492,42.25376511,123.40482330,0.23759121,155.78495789,99.29438782,59.52843475,,181.05328369,97.91399384,53.78611374,20.59311867,57.76396179,-4.98324966,,149.25306702,,51.39649582,111.24237061,121.05501556,88.85660553,,-19.00175667,48.43751526,102.41953278,165.38525391,80.85756683,72.79917908,65.03441620,,54.71593475,52.79154587,,205.07623291,78.11245728,,39.59425354,26.47570038,-31.09280777,93.75310516,-0.66106457,77.90135193,8.94318008,,220.34135437,,,97.22002411,31.53121948,,84.09172821,4.19405842,136.50183105,,64.92074585,88.94475555,157.78964233,37.73411560,108.74140167,40.14934921,-2.45852494,78.29840851,72.61318970,78.61405182,138.63426208,-60.18268204,94.25265503,66.90356445,205.97032166,158.92800903,,108.90391541,98.30223083,174.83392334,30.01335335,48.32744217,,-49.78069305,2.47725677,,,74.86060333,103.92825317,134.68399048,91.78800964,94.88647461,179.18675232,154.40562439,,-90.76821136
2024-05-19,85.89333344,68.62568665,110.60244751,,108.03227997,115.09414673,67.92797089,-57.73287582,248.89128113,51.22228622,,85.25737000,113.58334351,91.43995667,55.10919189,63.49991989,-16.22083473,37.63679886,111.00274658,89.93557739,172.15283203,127.02059174,43.68013382,74.83828735,187.56167603,58.49557114,119.17453003,57.67110062,126.34240723,,150.04525757,97.07477570,139.12913513,94.78975677,-81.66623688,120.01914978,90.43326569,192.07359314,207.23968506,-133.66610718,129.80261230,,74.04505920,125.00308228,144.46267700,45.98728561,123.04466248,2.67784238,167.48085022,99.03391266,58.29704285,,191.39941406,88.58737946,65.13825226,26.95386505,68.45963287,-16.21660805,,144.79733276,,59.60551453,110.23327637,127.69200134,93.59638214,,3.39701724,86.29634094,108.08548737,174.65386963,81.39788055,71.97956085,58.31494141,,55.64154816,50.28504562,,213.96823120,79.86892700,,32.56567383,13.66914177,7.90355396,85.69362640,-6.62538862,78.25573730,9.52828884,,215.21818542,,,104.54009247,48.10953522,,112.55771637,29.52033806,135.20330811,,69.48434448,97.81171417,161.34851074,46.43862534,133.68475342,33.68034363,5.29281378,89.23733521,81.23580933,75.23303986,147.52195740,-51.68930435,104.92077637,66.92438507,218.02455139,150.84536743,,105.11661530,86.08686066,160.54519653,38.65355682,43.88453293,,-95.74964905,6.11355495,,,73.64041901,114.91863251,139.94433594,95.69955444,96.35093689,170.18122864,151.18412781,,-48.36025238
2024-05-20,79.92120361,57.89353943,91.41653442,,97.28552246,108.31673431,51.17053986,-71.12118530,249.94441223,32.14353180,,68.01803589,90.54249573,88.66118622,46.33255005,67.92264557,-9.03002262,28.80486679,86.97574615,97.96914673,166.26942444,129.29039001,65.82253265,65.98421478,183.86016846,84.28499603,118.91800690,53.11047745,123.82827759,,137.83781433,80.57164764,118.87208557,89.52534485,-97.70278931,136.70196533,86.41320038,172.70242310,187.49304199,-117.48426819,111.77586365,,60.73012924,92.38699341,140.24844360,37.30964279,101.70011902,-11.86522770,167.17898560,93.92303467,63.38685989,,176.73617554,81.61412048,66.28999329,20.96916008,72.01477814,-28.44014359,,128.64305115,,63.92895508,104.95281982,130.48095703,88.27007294,,15.61206055,115.66769409,104.02148438,162.75305176,74.00613403,69.01221466,45.57059097,,53.25517654,41.52499390,,206.11004639,76.84944916,,28.35434151,4.46900082,28.57501221,73.69569397,-15.29596424,69.00115204,-2.32758880,,202.84249878,,,99.09917450,57.86320496,,133.08680725,30.84491730,132.24844360,,58.98072815,94.65828705,146.35063171,51.40798187,142.11167908,26.93639183,19.93303680,81.74467468,54.40873718,69.94506836,148.96560669,-35.83362198,109.13594818,58.85286331,215.10957336,146.88525391,,93.71192932,88.55711365,141.33967590,31.98057365,39.56138229,,-138.81350708,10.77586365,,,71.23722076,132.51928711,132.96726990,84.08355713,91.71295929,182.69401550,149.49519348,,-15.66348267
2024-05-21,94.36599731,73.13878632,96.61783600,,102.46092987,107.30477905,64.36679077,-61.15211868,250.36907959,28.83330536,,68.86654663,83.90402985,103.26039124,49.26356506,90.07022095,15.34534073,45.56972504,89.56642151,107.24755859,167.50146484,135.49218750,109.93693542,68.32622528,190.11907959,106.01902008,135.48753357,69.49960327,144.58099365,,159.66159058,105.38021088,129.64932251,91.46622467,-67.77991486,161.02418518,100.71915436,175.13346863,181.30827332,-57.58484650,124.23190308,,62.53115463,78.41429901,140.25921631,50.27581024,101.01377106,-8.54153061,174.22969055,87.24436951,82.71938324,,170.70735168,90.54492950,73.04563904,27.35014725,76.77201080,-10.84038448,,129.68197632,,69.06909180,101.52314758,140.56541443,104.01071930,,35.94343567,144.46681213,120.26512146,166.72833252,78.38573456,82.60369873,54.58909607,,60.79806137,50.64697266,,208.88517761,78.45706177,,20.02073479,1.25987911,49.23934937,83.77362061,-8.96410275,73.64736938,-4.64365387,,203.55299377,,,108.12370300,65.11575317,,155.84945679,39.68401337,140.65100098,,69.63552856,97.09825134,151.41027832,66.08216858,163.73913574,39.49835968,32.17666626,79.83906555,78.13192749,73.86775970,155.02200317,1.14251387,133.89759827,56.17000580,202.50218201,140.48332214,,83.71140289,88.07878876,142.50201416,54.27157593,43.71908569,,-128.75857544,16.67397690,,,77.07998657,121.87325287,139.81163025,103.77167511,95.29099274,185.67059326,153.26947021,,13.88691044
2024-05-22,103.56735229,92.23342133,93.40102386,,106.12607574,101.91210175,75.46949005,-50.67919540,249.88848877,25.22110939,,66.62151337,66.84574890,116.57931519,49.72195435,103.33682251,12.38019276,55.43828964,90.78562164,118.64969635,167.90856934,134.60987854,138.46313477,67.15789795,196.69610596,128.21888733,157.35513306,88.19606018,160.19741821,,182.01678467,123.04013062,131.83586121,83.21499634,-31.20878601,175.47909546,121.36043549,174.07928467,166.42752075,-2.50629926,134.68904114,,59.94371033,57.32106018,138.83677673,59.09206009,90.00521851,-15.25903797,183.23858643,77.07565308,93.72635651,,153.92486572,92.80104828,73.56204224,30.91493797,83.27185822,8.46215439,,129.68539429,,68.93579865,102.71682739,146.33345032,116.47486877,,66.03466797,167.50532532,144.30514526,165.81938171,74.82161713,92.91683960,61.18873596,,61.13497543,58.16760254,,199.69731140,60.55007553,,15.52818298,-11.75733757,66.16501617,77.20281982,17.37817574,65.61399841,-7.89613342,,209.25547791,,,102.17070007,76.84455109,,166.01788330,49.00846481,144.14291382,,76.83554840,95.92686462,135.79457092,77.74191284,172.06723022,45.77867508,49.84713745,74.59580994,104.66767883,74.17721558,158.86187744,31.24169350,159.02565002,51.65193176,176.61183167,133.69779968,,79.70232391,82.84475708,137.95378113,85.09717560,42.03036499,,-135.84774780,6.79924679,,,77.10359955,105.74343109,141.01866150,110.45825958,92.62304688,188.47224426,150.15124512,,40.70806885
2024-05-23,106.41141510,101.33422852,74.83130646,,109.30836487,115.19030762,86.45611572,-44.09954834,247.98367310,12.93725777,,50.13508224,44.21212387,127.14005280,51.58899689,114.83110809,3.50922871,64.81466675,89.39193726,125.59214783,165.90516663,124.14070892,154.17179871,73.04600525,198.98158264,145.11145020,165.70933533,95.55404663,179.02938843,,192.46313477,130.70036316,128.78071594,77.17795563,-5.01411152,183.38420105,144.69322205,163.21600342,149.55718994,42.81870270,148.00961304,,36.11714554,27.96868134,136.54640198,69.29763794,79.65941620,-23.05597687,185.63859558,67.85816193,94.53380585,,135.92510986,100.48748779,78.48516083,30.23505402,85.21389008,41.47470474,,132.31510925,,71.94291687,106.78494263,153.94422913,127.70098114,,82.43284607,182.70240784,163.27038574,154.85484314,73.89241028,100.81176758,60.01588440,,60.11157227,57.94825745,,193.06343079,41.77531433,,14.92739487,-22.31864929,88.33456421,80.66782379,24.09941292,48.72406387,-20.56921005,,210.06207275,,,98.58940887,74.01880646,,178.01716614,53.95347595,145.72503662,,84.63572693,89.63790894,106.76777649,87.89556885,182.95280457,52.68340683,58.74974823,56.29609680,118.60041046,72.73942566,158.59486389,67.40682983,182.37342834,43.31991959,161.28181458,125.62777710,,69.49569702,75.58978271,118.11551666,111.03093719,34.57096863,,-123.53114319,-8.85163212,,,80.34865570,108.79685211,137.15528870,118.87246704,90.40652466,181.13323975,141.37599182,,58.87137985
2024-05-24,103.68023682,112.51115417,56.26535416,,101.47811127,112.62799835,97.17076111,-39.93767548,244.38958740,-0.85156167,,37.15124893,30.36370850,131.94995117,69.86703491,101.34032440,4.81000280,75.60655212,80.74290466,134.15731812,163.89114380,112.23776245,133.75267029,82.89656830,193.46975708,157.16009521,175.16615295,84.65908051,190.90025330,,206.83988953,107.81143951,117.54082489,73.53932190,17.17415428,184.40495300,168.20117188,135.51409912,137.39964294,70.56770325,149.56861877,,18.52062416,21.64179230,125.11817932,73.20138550,77.34770203,-19.33958244,179.94549561,59.34861374,104.71182251,,118.45104980,103.99983978,71.53971100,19.66040230,92.02435303,55.10068893,,122.62463379,,80.64331055,103.23260498,160.48847961,124.68899536,,101.43873596,194.58557129,174.86775208,161.68740845,80.64562225,102.66293335,70.56039429,,62.72420883,57.07503128,,179.47525024,21.68071938,,20.46907616,-35.42668152,138.96609497,82.48963928,33.12543106,33.29919052,-25.01559830,,207.61744690,,,88.39179230,53.89134216,,184.66365051,68.44917297,143.66813660,,78.11203766,78.15207672,96.41468811,100.28164673,172.16262817,61.65228271,49.59960938,45.74989700,120.54767609,66.23987579,157.45407104,110.10253143,189.79785156,36.07453918,133.76568604,122.48202515,,59.61623764,73.83192444,116.24651337,120.37187958,29.58649635,,-145.79261780,-19.75168228,,,83.78526306,96.47706604,139.47540283,122.93247986,89.54886627,185.00111389,140.68968201,,82.71694946
2024-05-25,122.27183533,119.47505951,61.35504913,,100.33395386,114.51011658,116.97272491,-28.45679474,239.65548706,-17.66526985,,29.79002571,17.60541534,142.68783569,93.74755096,103.17203522,17.64109802,90.99501801,102.02803802,129.68367004,160.22447205,106.23173523,146.19024658,85.65599060,192.02311707,169.77729797,179.98194885,103.64385986,195.86056519,,217.84271240,112.00376129,119.11317444,69.48432159,26.26382065,179.25077820,191.78021240,124.87276459,118.67166901,111.50774384,131.04379272,,4.49919462,18.92328835,127.77507782,82.42710876,79.45549011,-15.53202629,174.12734985,60.09237289,110.19062805,,104.47429657,111.83831787,88.45014191,20.49961090,86.60800171,77.67154694,,118.35604095,,86.37311554,109.20482635,164.83509827,138.45442200,,129.67288208,210.45132446,167.49310303,168.41708374,93.21941376,109.25401306,88.06680298,,73.08302307,53.28037262,,176.12002563,2.29709339,,50.09843445,-52.00685883,208.99690247,88.76883698,58.75104523,24.95151520,-15.08704281,,202.13882446,,,89.24752808,64.04586029,,202.36419678,85.74752808,147.03614807,,84.58536530,63.79626465,99.13973236,115.91230011,160.39468384,79.05541229,44.54615402,39.89667130,139.74429321,66.28338623,157.34655762,139.28114319,203.70355225,30.42126465,111.15673065,118.77567291,,48.75267792,76.75289917,124.09967804,154.57513428,18.91914368,,-134.77061462,-21.26810837,,,84.90239716,99.52648926,146.46310425,128.07118225,89.55400848,190.55009460,141.59591675,,106.64939880
2024-05-26,133.19998169,127.17428589,51.77433777,,98.17515564,114.37867737,114.14205170,-29.81137466,229.20559692,-27.22052383,,19.30688477,3.50550413,133.38836670,110.16008759,81.87252045,12.47439003,90.29916382,110.16899872,139.86494446,172.24253845,90.71286774,131.78320312,102.43108368,189.67901611,162.72808838,193.07209778,109.59176636,195.25424194,,212.27993774,118.42492676,117.96623993,62.44959259,58.50867462,169.49459839,211.55639648,112.68267059,98.47569275,126.91394043,95.11558533,,-14.17669296,17.71575356,110.66941833,75.63165283,76.74537659,-17.52070808,155.02357483,53.20301056,100.78574371,,93.52070618,115.85030365,63.98537064,10.44371796,89.65950012,76.57858276,,103.33200073,,73.73529053,111.37008667,165.40832520,142.98677063,,157.40374756,215.93795776,149.42999268,160.60238647,94.58285522,114.16810608,103.65589142,,77.97330475,46.25749969,,164.85865784,-6.35934114,,57.33816910,-62.60075378,226.34680176,89.52845001,58.62430191,20.86316109,-7.41889524,,203.00697327,,,79.35238647,67.06546783,,201.85511780,89.19295502,139.90830994,,75.17192078,36.08602524,83.69998169,117.32027435,131.33230591,88.47835541,21.82204247,27.62425804,134.51910400,69.81921387,158.43397522,133.75897217,203.63519287,27.21198845,90.42502594,115.09730530,,32.53304291,79.02980804,128.11511230,183.59045410,9.27775192,,-131.67544556,-23.51691818,,,71.43231964,100.68865204,153.01519775,126.70928192,90.81177521,182.56842041,127.85060120,,113.52635193
